Language,ID,Psychoticism,Extraversion,Neuroticism,Lie
UK-English,3900,1,5,11,0
UK-English,3901,2,10,2,9
UK-English,3902,1,2,7,4
UK-English,3903,1,3,10,5
UK-English,3904,3,3,2,3
UK-English,3905,0,4,4,4
UK-English,3906,2,6,4,5
UK-English,3907,1,12,4,5
UK-English,3908,2,2,4,4
UK-English,3909,0,7,7,4
UK-English,3910,0,11,6,2
UK-English,3911,2,7,2,11
UK-English,3912,1,9,11,4
UK-English,3913,1,7,4,8
UK-English,3914,0,3,9,6
UK-English,3915,3,5,8,2
UK-English,3916,2,7,9,0
UK-English,3917,1,11,9,5
UK-English,3918,0,7,7,0
UK-English,3919,0,2,1,6
UK-English,3920,1,6,7,9
UK-English,3921,0,9,3,6
UK-English,3922,0,10,10,9
UK-English,3923,3,12,3,4
UK-English,3924,0,8,1,2
UK-English,3925,6,6,6,4
UK-English,3926,1,7,6,3
UK-English,3927,1,11,0,4
UK-English,3928,2,8,6,4
UK-English,3929,3,5,10,4
UK-English,3930,2,11,1,7
UK-English,3931,2,7,1,2
UK-English,3932,2,11,2,1
UK-English,3933,0,11,1,7
UK-English,3934,3,5,6,2
UK-English,3935,0,12,5,1
UK-English,3936,1,12,4,7
UK-English,3937,1,7,11,2
UK-English,3938,0,8,1,3
UK-English,3939,2,9,11,2
UK-English,3940,0,5,4,2
UK-English,3941,0,5,0,8
UK-English,3942,2,12,5,0
UK-English,3943,0,11,2,3
UK-English,3944,0,5,12,2
UK-English,3945,2,5,3,5
UK-English,3946,0,10,2,8
UK-English,3947,2,6,9,3
UK-English,3948,3,1,4,6
UK-English,3949,1,12,2,2
UK-English,3950,2,12,1,2
UK-English,3951,2,7,3,4
UK-English,3952,4,12,3,1
UK-English,3953,0,2,2,2
UK-English,3954,2,11,2,2
UK-English,3955,2,10,0,3
UK-English,3956,2,3,11,0
UK-English,3957,0,2,4,5
UK-English,3958,1,3,0,6
UK-English,3959,0,7,1,3
UK-English,3960,0,6,1,0
UK-English,3961,1,6,3,1
UK-English,3962,1,2,6,4
UK-English,3963,6,3,0,2
UK-English,3964,1,8,6,5
UK-English,3965,3,6,4,4
UK-English,3966,0,4,1,2
UK-English,3967,0,2,1,2
UK-English,3968,2,8,4,7
UK-English,3969,0,8,11,6
UK-English,3970,2,1,0,2
UK-English,3971,0,9,2,2
UK-English,3972,4,9,0,0
UK-English,3973,1,2,1,7
UK-English,3974,1,6,2,1
UK-English,3975,1,0,0,10
UK-English,3976,0,8,2,2
UK-English,3977,0,4,3,5
UK-English,3978,1,5,8,0
UK-English,3979,1,12,2,4
UK-English,3980,1,7,8,2
UK-English,3981,6,6,4,7
UK-English,3982,1,10,4,7
UK-English,3983,0,12,0,5
UK-English,3984,1,4,3,8
UK-English,3985,0,11,3,4
UK-English,3986,0,5,0,2
UK-English,3987,0,11,4,5
UK-English,3988,3,6,4,1
UK-English,3989,4,10,4,0
UK-English,3990,4,9,8,0
UK-English,3991,1,2,6,8
UK-English,3992,1,8,0,7
UK-English,3993,3,2,4,2
UK-English,3994,1,12,7,4
UK-English,3995,1,6,5,6
UK-English,3996,2,5,7,4
UK-English,3997,0,3,4,8
UK-English,3998,1,10,6,6
UK-English,3999,2,2,4,8
UK-English,4000,4,6,0,3
UK-English,4001,2,8,0,3
UK-English,4002,0,4,11,2
UK-English,4003,1,1,6,5
UK-English,4004,1,10,2,2
UK-English,4005,3,4,3,4
UK-English,4006,0,1,1,5
UK-English,4007,0,6,1,4
UK-English,4008,1,5,7,0
UK-English,4009,2,2,6,5
UK-English,4010,0,0,7,5
UK-English,4011,0,8,2,5
UK-English,4012,8,10,5,9
UK-English,4013,0,12,5,9
UK-English,4014,1,5,5,1
UK-English,4015,0,11,0,0
UK-English,4016,1,6,4,5
UK-English,4017,7,5,9,6
UK-English,4018,5,6,6,2
UK-English,4019,2,10,0,6
UK-English,4020,7,6,11,10
UK-English,4021,1,8,3,6
UK-English,4022,1,7,4,6
UK-English,4023,0,4,9,3
UK-English,4024,1,4,11,9
UK-English,4025,0,4,8,7
UK-English,4026,1,12,7,2
UK-English,4027,0,2,10,7
UK-English,4028,1,4,6,4
UK-English,4029,1,7,10,1
UK-English,4030,1,9,1,8
UK-English,4031,0,3,5,5
UK-English,4032,1,12,0,2
UK-English,4033,0,9,4,5
UK-English,4034,0,5,2,2
UK-English,4035,3,2,2,5
UK-English,4036,2,1,7,2
UK-English,4037,0,9,9,3
UK-English,4038,1,4,0,1
UK-English,4039,2,3,2,7
UK-English,4040,0,12,4,2
UK-English,4041,2,6,9,0
UK-English,4042,1,3,12,1
UK-English,4043,2,1,9,2
UK-English,4044,0,2,6,7
UK-English,4045,0,12,6,2
UK-English,4046,1,0,1,11
UK-English,4047,1,4,2,5
UK-English,4048,0,0,6,7
UK-English,4049,0,2,2,10
UK-English,4050,0,11,1,4
UK-English,4051,0,2,3,5
UK-English,4052,0,8,3,9
UK-English,4053,0,10,3,10
UK-English,4054,4,11,5,5
UK-English,4055,0,2,0,2
UK-English,4056,3,11,3,6
UK-English,4057,1,8,1,5
UK-English,4058,0,6,4,2
UK-English,4059,5,6,3,2
UK-English,4060,1,0,8,2
UK-English,4061,0,10,0,6
UK-English,4062,0,6,2,1
UK-English,4063,1,1,9,6
UK-English,4064,0,1,6,3
UK-English,4065,2,0,10,8
UK-English,4066,1,4,8,3
UK-English,4067,0,2,2,5
UK-English,4068,0,3,2,7
UK-English,4069,1,11,2,3
UK-English,4070,3,9,7,0
UK-English,4071,0,8,5,1
UK-English,4072,0,2,9,8
UK-English,4073,1,8,11,5
UK-English,4074,1,0,3,8
UK-English,4075,0,9,9,4
UK-English,4076,0,10,2,7
UK-English,4077,0,10,1,8
UK-English,4078,0,9,6,7
UK-English,4079,0,7,0,5
UK-English,4080,0,3,2,7
UK-English,4081,0,4,5,6
UK-English,4082,1,7,3,6
UK-English,4083,0,2,3,3
UK-English,4084,4,12,3,4
UK-English,4085,1,12,8,0
UK-English,4086,6,8,4,2
UK-English,4087,0,4,1,4
UK-English,4088,1,5,11,1
UK-English,4089,1,12,3,1
UK-English,4090,1,8,4,2
UK-English,4091,1,12,10,8
UK-English,4092,2,12,4,2
UK-English,4093,2,8,11,11
UK-English,4094,3,3,1,9
UK-English,4095,1,5,1,3
UK-English,4096,2,1,8,6
UK-English,4097,2,9,3,2
UK-English,4098,3,4,1,5
UK-English,4099,0,5,3,2
UK-English,4100,6,3,11,0
UK-English,4101,8,12,6,10
UK-English,4102,0,6,5,6
UK-English,4103,1,1,8,4
UK-English,4104,4,5,3,0
UK-English,4105,1,2,8,2
UK-English,4106,4,4,1,4
UK-English,4107,2,10,0,5
UK-English,4108,1,12,6,4
UK-English,4109,2,6,6,2
UK-English,4110,2,6,7,4
UK-English,4111,0,10,2,4
UK-English,4112,1,10,1,1
UK-English,4113,0,1,6,3
UK-English,4114,4,11,3,5
UK-English,4115,0,5,6,3
UK-English,4116,3,11,1,5
UK-English,4117,0,4,7,5
UK-English,4118,3,10,2,5
UK-English,4119,0,7,7,5
UK-English,4120,0,3,8,4
UK-English,4121,3,10,0,6
UK-English,4122,2,1,5,2
UK-English,4123,1,9,5,2
UK-English,4124,1,9,5,5
UK-English,4125,5,9,8,0
UK-English,4126,2,8,2,5
UK-English,4127,2,2,4,4
UK-English,4128,1,12,4,0
UK-English,4129,0,2,3,5
UK-English,4130,1,6,1,0
UK-English,4131,0,8,3,2
UK-English,4132,3,10,2,2
UK-English,4133,5,10,1,1
UK-English,4134,3,8,3,4
UK-English,4135,0,8,4,1
UK-English,4136,0,10,1,6
UK-English,4137,1,5,11,9
UK-English,4138,3,5,8,1
UK-English,4139,2,12,2,1
UK-English,4140,1,4,3,4
Bangla,1,1,7,5,12
Bangla,2,3,9,1,11
Bangla,3,1,4,8,7
Bangla,4,3,11,4,9
Bangla,5,2,5,11,1
Bangla,6,2,5,3,5
Bangla,7,3,5,11,4
Bangla,8,0,1,6,8
Bangla,9,0,2,10,3
Bangla,10,1,4,2,7
Bangla,11,2,9,5,6
Bangla,12,0,4,7,8
Bangla,13,2,1,11,3
Bangla,14,1,2,8,10
Bangla,15,1,8,6,6
Bangla,16,2,11,1,7
Bangla,17,3,2,9,4
Bangla,18,2,10,8,6
Bangla,19,2,2,11,4
Bangla,20,1,11,7,7
Bangla,21,1,8,6,6
Bangla,22,2,5,5,6
Bangla,23,1,9,4,11
Bangla,24,2,4,6,5
Bangla,25,1,6,6,6
Bangla,26,1,3,4,8
Bangla,27,2,6,3,9
Bangla,28,1,8,7,9
Bangla,29,2,9,4,5
Bangla,30,1,10,11,8
Bangla,31,0,11,1,8
Bangla,32,0,8,9,8
Bangla,33,1,8,8,11
Bangla,34,1,8,10,10
Bangla,35,0,6,2,8
Bangla,36,2,7,2,7
Bangla,37,1,7,6,3
Bangla,38,2,4,4,7
Bangla,39,2,7,2,8
Bangla,40,3,2,11,6
Bangla,41,1,6,6,6
Bangla,42,2,3,10,5
Bangla,43,0,11,7,4
Bangla,44,0,9,3,11
Bangla,45,0,9,3,7
Bangla,46,1,3,2,12
Bangla,47,1,6,10,11
Bangla,48,0,5,3,9
Bangla,49,1,10,5,7
Bangla,50,2,10,10,9
Bangla,51,1,10,4,7
Bangla,52,2,5,8,8
Bangla,53,2,11,6,5
Bangla,54,4,6,0,5
Bangla,55,3,7,7,5
Bangla,56,1,3,10,9
Bangla,57,2,8,9,6
Bangla,58,1,7,8,8
Bangla,59,1,8,4,11
Bangla,60,1,11,4,8
Bangla,61,1,10,10,10
Bangla,62,3,12,10,1
Bangla,63,1,4,1,10
Bangla,64,0,8,5,4
Bangla,65,1,6,11,4
Bangla,66,2,5,12,1
Bangla,67,2,2,2,6
Bangla,68,0,5,1,11
Bangla,69,2,10,0,6
Bangla,70,2,10,5,11
Bangla,71,2,4,8,4
Bangla,72,1,4,3,11
Bangla,73,1,9,4,6
Bangla,74,1,10,9,6
Bangla,75,2,6,4,7
Bangla,76,1,11,6,7
Bangla,77,0,7,4,4
Bangla,78,0,3,11,9
Bangla,79,1,5,2,4
Bangla,80,0,9,7,6
Bangla,81,3,2,10,5
Bangla,82,1,8,8,8
Bangla,83,2,7,10,2
Bangla,84,2,9,7,3
Bangla,85,1,5,4,12
Bangla,86,5,5,6,6
Bangla,87,2,9,4,5
Bangla,88,1,10,1,8
Bangla,89,0,6,8,12
Bangla,90,2,10,3,3
Bangla,91,1,6,6,7
Bangla,92,0,2,10,3
Bangla,93,3,5,7,9
Bangla,94,1,6,4,9
Bangla,95,1,7,1,10
Bangla,96,1,1,4,10
Bangla,97,1,12,8,7
Bangla,98,0,10,2,10
Bangla,99,0,2,9,4
Bangla,100,4,10,11,3
Bangla,101,0,7,0,8
Bangla,102,1,8,3,10
Bangla,103,0,7,3,5
Bangla,104,2,7,0,11
Bangla,105,1,4,6,8
Bangla,106,2,7,12,3
Bangla,107,2,2,8,8
Bangla,108,1,6,8,11
Bangla,109,1,7,5,9
Bangla,110,0,6,3,6
Bangla,111,1,9,4,6
Bangla,112,1,11,8,8
Bangla,113,0,6,7,8
Bangla,114,1,6,5,10
Bangla,115,1,6,1,10
Bangla,116,1,11,3,3
Bangla,117,1,10,8,5
Bangla,118,1,8,6,5
Bangla,119,0,5,9,5
Bangla,120,3,9,10,5
Bangla,121,0,9,2,9
Bangla,122,1,9,2,11
Bangla,123,1,7,9,7
Bangla,124,2,5,4,10
Bangla,125,1,11,4,7
Bangla,126,2,2,11,11
Bangla,127,2,10,10,3
Bangla,128,0,8,5,9
Bangla,129,1,4,10,6
Bangla,130,2,10,7,5
Bangla,131,2,4,7,8
Bangla,132,2,3,6,6
Bangla,133,0,10,2,7
Bangla,134,2,6,3,6
Bangla,135,5,5,4,10
Bangla,136,2,3,12,3
Bangla,137,1,7,7,5
Bangla,138,1,11,1,12
Bangla,139,2,10,7,7
Bangla,140,2,8,9,7
Bangla,141,2,6,0,12
Bangla,142,0,11,1,6
Bangla,143,0,9,9,6
Bangla,144,0,2,10,10
Bangla,145,0,8,10,6
Bangla,146,1,6,4,8
Bangla,147,1,4,4,8
Bangla,148,1,4,6,8
Bangla,149,0,6,11,4
Bangla,150,0,5,8,9
Bangla,151,1,8,9,5
Bangla,152,1,10,3,9
Bangla,153,2,2,11,6
Bangla,154,1,11,2,7
Bangla,155,1,10,2,7
Bangla,156,1,10,0,10
Bangla,157,0,1,12,7
Bangla,158,1,5,5,9
Bangla,159,3,5,2,7
Bangla,160,0,7,7,9
Bangla,161,0,5,6,2
Bangla,162,1,11,5,2
Bangla,163,0,8,2,12
Bangla,164,0,5,3,11
Bangla,165,2,7,1,10
Bangla,166,3,9,11,3
Bangla,167,1,9,6,2
Bangla,168,1,5,9,5
Bangla,169,2,7,4,7
Bangla,170,1,11,5,11
Bangla,171,1,2,11,2
Bangla,172,2,11,8,3
Bangla,173,4,6,12,8
Bangla,174,0,12,2,9
Bangla,175,0,12,2,9
Bangla,176,0,9,0,8
Bangla,177,1,3,4,9
Bangla,178,3,10,8,7
Bangla,179,2,2,8,6
Bangla,180,1,10,0,9
Bangla,181,1,2,6,1
Bangla,182,1,12,3,5
Bangla,183,1,9,1,5
Bangla,184,2,4,12,9
Bangla,185,0,2,1,11
Bangla,186,1,4,2,10
Bangla,187,0,3,9,9
Bangla,188,2,6,9,12
Bangla,189,0,6,6,9
Bangla,190,2,1,11,5
Bangla,191,2,6,9,5
Bangla,192,3,5,8,7
Bangla,193,0,5,8,8
Bangla,194,0,6,5,7
Bangla,195,2,10,9,5
Bangla,196,1,9,5,5
Bangla,197,1,3,9,5
Bangla,198,1,3,8,5
Bangla,199,0,5,8,10
Bangla,200,0,3,6,9
Bangla,201,2,1,10,4
Bangla,202,0,3,7,6
Bangla,203,1,7,3,9
Bangla,204,0,9,6,10
Bangla,205,0,9,0,10
Bangla,206,2,9,2,9
Bangla,207,2,6,7,7
Bangla,208,1,4,6,3
Bangla,209,0,6,5,9
Bangla,210,1,3,11,9
Bangla,211,2,8,2,11
Bangla,212,1,10,6,7
Bangla,213,1,8,7,10
Bangla,214,1,4,11,10
Bangla,215,1,4,2,9
Bangla,216,1,6,10,2
Bangla,217,0,4,7,9
Bangla,218,3,8,11,3
Bangla,219,2,8,4,10
Bangla,220,2,0,10,3
Bangla,221,2,5,12,5
Bangla,222,3,7,7,2
Bangla,223,1,10,5,8
Bangla,224,4,2,0,10
Bangla,225,0,7,4,3
Bangla,226,0,5,1,12
Bangla,227,1,4,5,7
Bangla,228,1,9,8,7
Bangla,229,1,12,2,10
Bangla,230,1,9,9,10
Bangla,231,1,7,6,8
Bangla,232,2,4,7,9
Bangla,233,2,2,8,7
Bangla,234,1,0,8,6
Bangla,235,0,6,6,9
Bangla,236,0,2,4,9
Bangla,237,3,5,7,7
Bangla,238,1,10,1,4
Bangla,239,1,2,6,8
Bangla,240,0,5,9,8
Bangla,241,1,10,5,10
Bangla,242,0,4,8,4
Bangla,243,0,3,8,9
Bangla,244,0,9,6,8
Bangla,245,1,6,2,9
Bangla,246,1,8,3,8
Bangla,247,1,8,8,11
Bangla,248,0,8,6,7
Bangla,249,3,5,12,1
Bangla,250,0,9,10,9
Bangla,251,2,10,2,11
Bangla,252,0,4,3,10
Bangla,253,1,4,0,9
Bangla,254,3,7,0,10
Bangla,255,0,4,9,6
Bangla,256,0,5,5,4
Bangla,257,0,4,9,7
Bangla,258,2,10,1,11
Bangla,259,1,2,8,8
Bangla,260,0,3,7,4
Bangla,261,0,6,3,10
Bangla,262,1,1,9,4
Bangla,263,4,9,11,4
Bangla,264,0,2,6,11
Bangla,265,1,6,2,8
Bangla,266,1,6,9,8
Bangla,267,0,7,3,10
Bangla,268,1,7,8,7
Bangla,269,1,6,10,3
Bangla,270,0,5,11,8
Bangla,271,0,7,8,3
Bangla,272,0,8,12,9
Bangla,273,2,9,4,10
Bangla,274,2,4,9,5
Bangla,275,1,10,2,7
Bangla,276,1,8,3,8
Bangla,277,0,5,10,8
Bangla,278,2,4,9,7
Bangla,279,1,4,5,10
Bangla,280,0,11,6,4
Bangla,281,1,7,6,6
Bangla,282,0,9,3,11
Bangla,283,4,2,0,9
Bangla,284,0,7,3,12
Bangla,285,2,10,1,12
Bangla,286,1,7,9,7
Bangla,287,1,9,9,7
Bangla,288,0,6,8,7
Bangla,289,2,7,5,5
Bangla,290,1,8,3,11
Bangla,291,0,11,11,5
Bangla,292,2,8,9,5
Bangla,293,2,10,8,5
Bangla,294,0,9,2,10
Bangla,295,0,8,7,10
Bangla,296,1,3,8,5
Bangla,297,0,2,5,9
Bangla,298,2,10,7,2
Bangla,299,1,10,8,6
Bangla,300,1,6,12,8
Bangla,301,1,6,5,6
Bangla,302,3,9,8,3
Bangla,303,0,4,11,7
Bangla,304,1,2,10,9
Bangla,305,1,9,7,6
Bangla,306,4,6,7,6
Bangla,307,3,8,2,3
Bangla,308,0,0,10,3
Bangla,309,1,0,10,7
Bangla,310,2,8,5,10
Bangla,311,1,3,11,5
Bangla,312,1,9,10,9
Bangla,313,1,8,2,12
Bangla,314,1,11,0,5
Bangla,315,0,7,8,9
Bangla,316,2,5,9,10
Bangla,317,2,11,4,6
Bangla,318,0,6,2,12
Bangla,319,1,6,6,4
Bangla,320,1,0,12,6
Bangla,321,0,5,7,7
Bangla,322,0,2,6,6
Bangla,323,2,5,7,2
Bangla,324,0,8,5,6
Bangla,325,0,1,8,7
Bangla,326,0,6,0,10
Bangla,327,0,3,8,1
Bangla,328,0,8,10,6
Bangla,329,2,10,10,9
Bangla,330,2,6,10,5
Bangla,331,1,6,3,7
Bangla,332,2,7,2,11
Bangla,333,0,8,7,11
Bangla,334,4,9,11,3
Bangla,335,1,7,5,9
Bangla,336,2,7,0,12
Bangla,337,0,7,11,6
Bangla,338,3,5,6,9
Bangla,339,1,11,9,10
Bangla,340,1,5,8,7
Bangla,341,0,5,8,8
Bangla,342,3,10,1,10
Bangla,343,2,6,11,9
Bangla,344,1,2,1,12
Bangla,345,3,6,12,0
Bangla,346,1,8,8,9
Bangla,347,0,6,9,8
Bangla,348,0,11,6,8
Bangla,349,0,8,2,8
Bangla,350,3,9,10,1
Bangla,351,4,5,3,7
Bangla,352,2,11,3,11
Bangla,353,1,11,7,3
Bangla,354,0,2,9,10
Bangla,355,0,9,7,10
Bangla,356,0,9,8,2
Bangla,357,1,7,3,9
Bangla,358,3,8,4,5
Bangla,359,2,3,7,5
Bangla,360,0,8,6,9
Bangla,361,2,6,0,8
Bangla,362,2,4,1,8
Bangla,363,0,7,10,8
Bangla,364,1,8,4,8
Bangla,365,1,12,3,6
Bangla,366,0,7,3,8
Bangla,367,1,7,6,4
Bangla,368,4,3,11,3
Bangla,369,0,8,5,7
Bangla,370,1,7,6,11
Bangla,371,0,1,4,3
Bangla,372,0,8,3,7
Bangla,373,1,8,9,9
Bangla,374,5,4,3,6
Bangla,375,2,8,11,12
Bangla,376,0,2,10,7
Bangla,377,0,5,3,3
Bangla,378,0,9,2,10
Bangla,379,0,8,8,8
Bangla,380,2,2,10,2
Bangla,381,1,7,12,3
Bangla,382,2,8,3,8
Bangla,383,1,5,1,12
Bangla,384,0,9,10,8
Bangla,385,1,2,9,12
Bangla,386,1,7,0,7
Bangla,387,0,5,6,6
Bangla,388,2,7,4,10
Bangla,389,0,8,3,9
Bangla,390,2,4,10,6
Bangla,391,2,4,5,8
Bangla,392,1,1,12,7
Bangla,393,1,7,3,3
Bangla,394,1,8,11,5
Bangla,395,3,6,7,7
Bangla,396,1,5,4,8
Bangla,397,1,10,0,9
Bangla,398,0,5,10,8
Bangla,399,0,9,11,9
Bangla,400,2,9,2,4
Bangla,401,0,11,7,10
Bangla,402,0,9,3,2
Bangla,403,1,11,4,5
Bangla,404,1,6,10,5
Bangla,405,6,4,6,5
Bangla,406,0,10,6,11
Bangla,407,1,9,1,8
Bangla,408,1,3,11,4
Bangla,409,1,7,6,7
Bangla,410,1,12,10,6
Bangla,411,0,5,2,12
Bangla,412,2,9,2,4
Bangla,413,0,6,1,11
Bangla,414,2,12,11,7
Bangla,415,1,4,12,6
Bangla,416,1,6,7,8
Bangla,417,2,5,10,7
Bangla,418,0,2,10,5
Bangla,419,0,6,10,7
Bangla,420,4,9,12,5
Bangla,421,1,6,2,9
Bangla,422,1,7,1,9
Bangla,423,1,8,10,10
Bangla,424,1,8,2,8
Bangla,425,2,5,7,7
Bangla,426,0,10,5,8
Bangla,427,0,6,6,10
Bangla,428,0,7,5,5
Bangla,429,1,7,3,9
Bangla,430,4,10,9,4
Bangla,431,1,8,1,12
Bangla,432,6,5,7,4
Bangla,433,0,4,7,4
Bangla,434,1,9,5,5
Bangla,435,1,5,7,6
Bangla,436,1,10,2,11
Bangla,437,3,7,10,4
Bangla,438,1,7,9,9
Bangla,439,1,8,9,5
Bangla,440,1,3,8,10
Bangla,441,0,7,6,8
Bangla,442,1,7,4,9
Bangla,443,1,9,7,5
Bangla,444,0,4,10,8
Bangla,445,0,7,5,8
Bangla,446,0,9,3,2
Bangla,447,2,8,7,7
Bangla,448,0,4,4,8
Bangla,449,1,4,9,5
Bangla,450,2,8,12,3
Bangla,451,1,5,2,9
Bangla,452,1,6,10,7
Bangla,453,3,9,8,5
Bangla,454,0,9,3,2
Bangla,455,0,8,3,8
Bangla,456,0,6,12,5
Bangla,457,0,7,11,6
Bangla,458,5,6,3,5
Bangla,459,0,11,4,1
Bangla,460,0,5,4,8
Bangla,461,2,8,1,8
Bangla,462,0,7,2,11
Bangla,463,5,9,9,4
Bangla,464,5,9,10,3
Bangla,465,3,8,8,9
Bangla,466,1,8,4,5
Bangla,467,0,2,10,10
Bangla,468,3,6,3,5
Bangla,469,1,1,2,10
Bangla,470,3,6,5,8
Bangla,471,2,10,5,8
Bangla,472,2,6,10,6
Bangla,473,1,6,5,5
Bangla,474,1,9,2,9
Bangla,475,0,8,2,11
Bangla,476,1,6,1,9
Bangla,477,1,1,9,9
Bangla,478,2,10,3,9
Bangla,479,0,11,10,3
Bangla,480,1,2,10,7
Bangla,481,1,9,2,11
Bangla,482,1,9,1,10
Bangla,483,1,2,12,7
Bangla,484,1,12,3,9
Bangla,485,1,7,1,10
Bangla,486,0,8,5,8
Bangla,487,1,7,3,11
Bangla,488,0,3,3,9
Bangla,489,1,10,1,12
Bangla,490,0,4,8,4
Bangla,491,1,9,3,5
Bangla,492,2,3,10,2
Bangla,493,0,5,9,7
Bangla,494,0,4,8,6
Bangla,495,1,8,11,6
Bangla,496,2,9,11,9
Bangla,497,1,10,7,6
Bangla,498,1,9,2,9
Bangla,499,3,2,1,7
Bangla,500,3,6,5,7
Bangla,501,2,8,0,10
Bangla,502,1,10,1,7
Bangla,503,1,7,9,5
Bangla,504,0,5,5,11
Bangla,505,5,8,6,10
Bangla,506,0,11,7,8
Bangla,507,1,10,7,8
Bangla,508,0,9,4,6
Bangla,509,5,8,8,4
Bangla,510,0,8,8,6
Bangla,511,3,1,5,10
Bangla,512,2,3,5,8
Bangla,513,0,9,6,12
Bangla,514,1,9,9,6
Bangla,515,1,10,10,9
Bangla,516,2,11,2,8
Bangla,517,1,6,6,8
Bangla,518,2,10,11,1
Bangla,519,2,9,9,11
Bangla,520,1,8,9,6
Bangla,521,1,11,5,10
Bangla,522,1,6,6,6
Bangla,523,1,2,10,8
Bangla,524,1,5,7,7
Bangla,525,0,1,10,7
Bangla,526,5,4,5,5
Bangla,527,3,4,6,8
Bangla,528,1,8,7,6
Bangla,529,4,9,11,3
Bangla,530,2,10,7,5
Bangla,531,1,5,9,5
Bangla,532,0,7,11,11
Bangla,533,1,11,1,11
Bangla,534,1,1,11,4
Bangla,535,4,9,9,4
Bangla,536,2,9,6,9
Bangla,537,2,5,10,2
Bangla,538,0,6,8,10
Bangla,539,0,9,0,11
Bangla,540,2,7,0,5
Bangla,541,2,8,7,8
Bangla,542,1,1,9,9
Bangla,543,0,9,2,5
Bangla,544,2,6,0,6
Bangla,545,1,7,9,10
Bangla,546,0,9,7,12
Bangla,547,0,9,9,7
Bangla,548,1,8,11,5
Bangla,549,2,10,0,12
Bangla,550,2,9,2,1
